Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000836,,29/10/2018,,100-000-115-383
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012295,,29/10/2018,,100-000-008-982
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012675,,29/10/2018,,100-000-028-199
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000869,,29/10/2018,,100-000-120-895
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013707,,29/10/2018,,100-000-082-944
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013392,,29/10/2018,,100-000-063-951
Standalone Prospectus,Securities note,,,25/10/2018,SLOVAKIA,Shares,"OTP Banka Slovensko, a.s. -  ",,,26/10/2018,CZECHIA,SK1110020684-SK-SECN
Standalone Prospectus,Standalone prospectus,,,23/10/2018,SLOVAKIA,Debt with denomination < €100.000,"J&T ENERGY FINANCING EUR V, a.s. -  ",,,24/10/2018,,SK4120014697
Standalone Prospectus,Standalone prospectus,,,17/10/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,30/07/2019,,SK4120014663
Standalone Prospectus,Standalone prospectus,,,15/10/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,16/10/2018,,SK4120014671
Standalone Prospectus,Standalone prospectus,,,12/10/2018,SLOVAKIA,Debt with denomination < €100.000,"JTRE Financing, s.r.o. -  ",,,15/10/2018,,SK4120014416
Standalone Prospectus,Standalone prospectus,,,09/10/2018,SLOVAKIA,Debt with denomination < €100.000,"TMR Finance CR, a.s. -  ",,,10/10/2018,CZECHIA,CZ0003520116
Standalone Prospectus,Standalone prospectus,,,26/09/2018,SLOVAKIA,Debt with denomination < €100.000,"Tatry moutain resorts, a.s. -  ",,,27/09/2018,,SK4120014598
Standalone Prospectus,Standalone prospectus,,,25/09/2018,SLOVAKIA,Debt with denomination < €100.000,"J&T Global Finance IX., s.r.o. -  ",,,26/09/2018,,SK4120014556
Standalone Prospectus,Standalone prospectus,,,24/09/2018,SLOVAKIA,Debt with denomination < €100.000,Penta Funding Public II -  ,,,26/09/2018,,SK4120014549
Standalone Prospectus,Standalone prospectus,,,28/08/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,30/08/2018,CZECHIA,SK4120014440
Base Prospectus,Base prospectus without Final terms,,,06/08/2018,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",,,08/08/2018,AUSTRIA,NBS1-000-026-956
Standalone Prospectus,Standalone prospectus,,,02/08/2018,SLOVAKIA,Debt with denomination < €100.000,"JOJ Media House, a. s. -  ",,,03/08/2018,,SK4120014390
Standalone Prospectus,Standalone prospectus,,,24/07/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,24/07/2018,,SK4120014341
Standalone Prospectus,Standalone prospectus,,,20/07/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,20/07/2018,,SK4120014358
Standalone Prospectus,Standalone prospectus,,,10/07/2018,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",,,10/07/2018,,SK4120013541
Standalone Prospectus,Standalone prospectus,,,22/06/2018,SLOVAKIA,Debt with denomination < €100.000,"I.D.C. Holding, a.s. - 31570020000000005512",,,03/07/2018,,SK4120014267
Standalone Prospectus,Standalone prospectus,,,20/06/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,03/07/2018,,SK4120014200
Standalone Prospectus,Standalone prospectus,,,20/06/2018,SLOVAKIA,Debt with denomination < €100.000,"JTRE financing 2, s.r.o. -  ",,,10/07/2018,,SK4120014283
Standalone Prospectus,Standalone prospectus,,,19/06/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,20/06/2018,,SK4120014192
Base Prospectus,Base prospectus without Final terms,,,14/06/2018,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,30/07/2019,,NBS1-000-025-329
Standalone Prospectus,Standalone prospectus,,,14/06/2018,SLOVAKIA,Shares,VINOHRADY HABSBURG a.s. -  ,,,20/06/2018,CZECHIA,100-000-109-174
Standalone Prospectus,Standalone prospectus,,,06/06/2018,SLOVAKIA,Debt with denomination < €100.000,SAB financing Group. a.s. -  ,,,07/06/2018,CZECHIA,NBS1-000-024-825
Standalone Prospectus,Standalone prospectus,,,29/05/2018,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR IV, a. s. -  ",,,30/05/2018,,SK4120014101
Standalone Prospectus,Standalone prospectus,,,21/05/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, II s.r.o. -  ",,,30/05/2018,,SK4120014093
Standalone Prospectus,Standalone prospectus,,,14/05/2018,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR III, a.s. -  ",,,30/05/2018,,SK4120014051
Standalone Prospectus,Standalone prospectus,,,24/04/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,27/04/2018,,SK4120014036
Standalone Prospectus,Securities note,,,05/04/2018,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,11/04/2018,,SK4120013053-SK-SECN
Standalone Prospectus,Securities note,,,05/04/2018,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,11/04/2018,,SK4120013483-SK-SECN
Standalone Prospectus,Standalone prospectus,,,27/03/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,28/03/2018,,SK4120013947
Standalone Prospectus,Securities note,,,22/03/2018,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,23/03/2018,,SK4120012808-SK-SECN
Standalone Prospectus,Standalone prospectus,,,14/03/2018,SLOVAKIA,Debt with denomination < €100.000,"Nova Real Estate Finance, a. s. - 097900BHF50000076087",,,15/03/2018,,SK4120013921
Standalone Prospectus,Standalone prospectus,,,12/03/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,12/03/2018,,SK4120013905
Standalone Prospectus,Standalone prospectus,,,02/03/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,05/03/2018,,SK4120013855
Standalone Prospectus,Standalone prospectus,,,28/02/2018,SLOVAKIA,Debt with denomination < €100.000,"Pro Partners Holding, a.s. -  ",,,02/03/2018,,SK4120013673
Standalone Prospectus,Standalone prospectus,,,28/02/2018,SLOVAKIA,Debt with denomination < €100.000,"Pro Partners Holding, a.s. -  ",,,02/03/2018,,SK4120013681
Base Prospectus,Base prospectus without Final terms,,,06/02/2018,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",,,08/02/2018,,100-000-086-208
Standalone Prospectus,Standalone prospectus,,,31/01/2018,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR I, a. s. -  ",,,01/02/2018,,SK4120013772
Standalone Prospectus,Standalone prospectus,,,31/01/2018,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR II, a. s. -  ",,,01/02/2018,,SK4120013764
Standalone Prospectus,Standalone prospectus,,,31/01/2018,SLOVAKIA,Debt with denomination < €100.000,"Nova Real Estate Finance, a. s. - 097900BHF50000076087",,,08/02/2018,,SK4120013731
Standalone Prospectus,Standalone prospectus,,,25/01/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,26/01/2018,,SK4120013749
Standalone Prospectus,Standalone prospectus,,,25/01/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,26/01/2018,,SK4120013756
Standalone Prospectus,Standalone prospectus,,,02/01/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,03/01/2018,,SK4120013657
Standalone Prospectus,Standalone prospectus,,,02/01/2018,SLOVAKIA,Debt with denomination < €100.000,Across Funding - 097900BHES0000070670,,,03/01/2018,,SK4120013129
Standalone Prospectus,Standalone prospectus,,,04/12/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,06/12/2017,,SK4120013517
Standalone Prospectus,Standalone prospectus,,,24/11/2017,SLOVAKIA,Debt with denomination < €100.000,SAZKA Group Financing a.s. - 097900BHLI0000087882,,,28/11/2017,CZECHIA,SK4120013475
Base Prospectus,Base prospectus without Final terms,,,23/11/2017,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",,,28/11/2017,,NBS1-000-017-514
Standalone Prospectus,Standalone prospectus,,,15/11/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,16/11/2017,,SK4120013467
Standalone Prospectus,Standalone prospectus,,,27/10/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,30/10/2017,,SK4120013426
Standalone Prospectus,Securities note,,,26/10/2017,SLOVAKIA,Shares,"OTP Banka Slovensko, a.s. -  ",,,21/11/2017,CZECHIA,SK1110019850-SK-SECN
Standalone Prospectus,Standalone prospectus,,,06/10/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,10/10/2017,,SK4120013376
Standalone Prospectus,Standalone prospectus,,,26/09/2017,SLOVAKIA,Debt with denomination < €100.000,"Nova Real Estate Finance, a.s. - 097900BHF50000076087",,,02/10/2017,CZECHIA,SK4120013327
Standalone Prospectus,Standalone prospectus,,,26/09/2017,SLOVAKIA,Debt with denomination < €100.000,"Nova Real Estate Finance, a.s. - 097900BHF50000076087",,,02/10/2017,CZECHIA,SK4120013335
Standalone Prospectus,Standalone prospectus,,,21/09/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, a.s. -  ",,,26/09/2017,,SK4120013186
Standalone Prospectus,Securities note,,,14/09/2017,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",,,19/09/2017,,SK4120012063-SK-SECN
Standalone Prospectus,Standalone prospectus,,,12/09/2017,SLOVAKIA,Debt with denomination < €100.000,"Privatbanka, a.s. -  ",,,14/09/2017,,SK41200013269
Standalone Prospectus,Standalone prospectus,,,12/09/2017,SLOVAKIA,Debt with denomination < €100.000,"Privatbanka, a.s. -  ",,,13/09/2017,,SK4120013277
Standalone Prospectus,Standalone prospectus,,,31/08/2017,SLOVAKIA,Debt with denomination < €100.000,"REALITY INVESTING Bond, a.s. -  ",,,12/09/2017,CZECHIA,SK4210000952
Standalone Prospectus,Standalone prospectus,,,28/08/2017,SLOVAKIA,Debt with denomination ≥ €100.000,HB REAVIS Finance SK IV s.r.o. -  ,,,28/08/2017,,SK4120013244
Standalone Prospectus,Standalone prospectus,,,09/08/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,21/08/2017,,SK4120013178
Standalone Prospectus,Standalone prospectus,,,12/07/2017,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. -  ",,,08/08/2017,,SK4120012501
Standalone Prospectus,Standalone prospectus,,,03/07/2017,SLOVAKIA,Debt with denomination < €100.000,"Nova Real Estate Finance, a.s. - 097900BHF50000076087",,,04/07/2017,CZECHIA,SK4120013079
Standalone Prospectus,Standalone prospectus,,,28/06/2017,SLOVAKIA,Debt with denomination < €100.000,EMMA GAMMA FINANCE a.s. -  ,,,30/06/2017,CZECHIA,SK4120013012
Standalone Prospectus,Standalone prospectus,,,14/06/2017,SLOVAKIA,Debt with denomination ≥ €100.000,"Penta Funding Public, s.r.o. -  ",,,23/06/2017,,SK4120012782
Base Prospectus,Base prospectus without Final terms,,,06/06/2017,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,07/06/2017,,NBS1-000-011-537
Standalone Prospectus,Standalone prospectus,,,29/05/2017,SLOVAKIA,Shares,VINOHRADY HABSBURG a.s. -  ,,,01/06/2017,CZECHIA,100-000-011-489
Standalone Prospectus,Standalone prospectus,,,28/04/2017,SLOVAKIA,Debt with denomination < €100.000,"REALITY INVESTING Bond, a.s. -  ",,,09/06/2017,,SK4210000481/2
Standalone Prospectus,Standalone prospectus,,,25/04/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,04/05/2017,,SK4120012774
Standalone Prospectus,Standalone prospectus,,,05/04/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o -  ",,,13/04/2017,,SK4120012790
Standalone Prospectus,Standalone prospectus,,,05/04/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,13/04/2017,,SK4120012766
Standalone Prospectus,Standalone prospectus,,,15/03/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,27/03/2017,,SK4120012667
Standalone Prospectus,Securities note,,,01/03/2017,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. - 3157002JBFAI478MD587",,,02/03/2017,,SK4120012576-SK-SECN
Standalone Prospectus,Standalone prospectus,,,24/02/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,27/02/2017,,SK4120012626
Standalone Prospectus,Standalone prospectus,,,20/02/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s. r. o. -  ",,,13/04/2017,,SK4120012618
Standalone Prospectus,Standalone prospectus,,,16/02/2017,SLOVAKIA,Debt with denomination < €100.000,"EPH Financing SK, a.s. - 097900BHCJ0000068204",,,17/02/2017,,SK4120012600
Standalone Prospectus,Standalone prospectus,,,03/02/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s. r. o. -  ",,,13/02/2017,,SK4120012527
Base Prospectus,Base prospectus without Final terms,,,01/02/2017,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",,,05/06/2017,,100-00-019-918
Standalone Prospectus,Standalone prospectus,,,09/01/2017,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s. r. o. -  ",,,12/01/2017,,SK41200012477
Standalone Prospectus,Standalone prospectus,,,19/12/2016,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. -  ",,,21/12/2016,,SK4120012147
Standalone Prospectus,Securities note,,,13/12/2016,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,15/12/2016,,SK4120012238-SK-SECN
Standalone Prospectus,Standalone prospectus,,,09/12/2016,SLOVAKIA,Debt with denomination ≥ €100.000,"I.D.C. Holding, a.s. -  ",,,19/12/2016,,SK4120011891
Standalone Prospectus,Standalone prospectus,,,02/12/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s. r. o. -  ",,,06/12/2016,,SK4120012246
Standalone Prospectus,Standalone prospectus,,,23/11/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,25/11/2016,,SK4120012188
Base Prospectus,Base prospectus without Final terms,,,23/11/2016,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,01/12/2016,,100-000-007-057
Base Prospectus,Base prospectus without Final terms,,,22/11/2016,SLOVAKIA,Debt with denomination < €100.000,HB Reavis Finance SK III s.r.o. -  ,,,01/12/2016,,100-000-007-378
Standalone Prospectus,Standalone prospectus,,,04/11/2016,SLOVAKIA,Debt with denomination ≥ €100.000,"GEVORKYAN, s.r.o. -  ",,,28/11/2016,,SK4120012162
Standalone Prospectus,Standalone prospectus,,,26/10/2016,SLOVAKIA,Debt with denomination ≥ €100.000,"I.D.C. Holding, a.s. -  ",,,04/11/2016,,SK4120011859
Standalone Prospectus,Standalone prospectus,,,13/10/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s. r. o. -  ",,,24/10/2016,,SK4120012113
Standalone Prospectus,Standalone prospectus,,,07/10/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,13/10/2016,,SK4120012105
Standalone Prospectus,Standalone prospectus,,,28/09/2016,SLOVAKIA,Debt with denomination < €100.000,"CPI Finance Slovakia II, a.s. -  ",,,06/10/2016,,SK4120012097
Standalone Prospectus,Securities note,,,13/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",,,21/09/2016,,SK4120011867-SK-SECN
Standalone Prospectus,Securities note,,,13/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",,,21/09/2016,,SK4120011263 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,13/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",,,21/09/2016,,SK4120011545-SK-SECN
Standalone Prospectus,Securities note,,,13/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",,,28/09/2016,,ODT-10559/2016-1-SK-SECN
Standalone Prospectus,Standalone prospectus,,,09/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,21/09/2016,,SK4120012048
Standalone Prospectus,Standalone prospectus,,,07/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,22/09/2016,,SK41200012030
Standalone Prospectus,Standalone prospectus,,,06/09/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,22/09/2016,,SK41200012022
Standalone Prospectus,Standalone prospectus,,,31/08/2016,SLOVAKIA,Debt with denomination < €100.000,"EUROVEA, a.s. -  ",,,09/09/2016,,SK4120011883
Standalone Prospectus,Standalone prospectus,,,05/08/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,22/09/2016,,SK41200011941
Standalone Prospectus,Securities note,,,26/07/2016,SLOVAKIA,Debt with denomination < €100.000,"Nova Green Finance, a.s. -  ",,,10/08/2016,CZECHIA,SK4120011933-SK-SECN
Standalone Prospectus,Securities note,,,26/07/2016,SLOVAKIA,Debt with denomination < €100.000,"Nova Green Finance, a.s. -  ",,,10/08/2016,CZECHIA,SK4120011925-SK-SECN
Standalone Prospectus,Securities note,,,26/07/2016,SLOVAKIA,Debt with denomination < €100.000,"Nova Green Finance, a.s. -  ",,,10/08/2016,CZECHIA,SK4120011917-SK-SECN
Standalone Prospectus,Securities note,,,06/07/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,07/07/2016,,SK4120011834-SK-SECN
Standalone Prospectus,Standalone prospectus,,,23/06/2016,SLOVAKIA,Debt with denomination < €100.000,ESIN Finance s.r.o. -  ,,,24/06/2016,,SK4120011776
Standalone Prospectus,Standalone prospectus,,,17/06/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,22/09/2016,,SK4120011701
Base Prospectus,Base prospectus without Final terms,,,09/06/2016,SLOVAKIA,Debt with denomination ≥ €100.000,"Všeobecná úverová banka, a.s. -  ",,,23/06/2016,,ODT-6400/2016-1
Standalone Prospectus,Securities note,,,08/06/2016,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,22/09/2016,,SK41200011578-SK-SECN
Standalone Prospectus,Securities note,,,26/05/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,07/06/2016,,SK4120010869 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,16/05/2016,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,07/06/2016,,SK4120011354-SK-SECN
Standalone Prospectus,Standalone prospectus,,,27/04/2016,SLOVAKIA,Debt with denomination < €100.000,"J&T Global Finance VI., s.r.o. -  ",,,16/05/2016,,SK4120011628
Standalone Prospectus,Standalone prospectus,,,22/04/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,02/05/2016,,SK4120011610
Standalone Prospectus,Securities note,,,23/03/2016,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/03/2016,,SK4120010315-SK-SECN
Standalone Prospectus,Standalone prospectus,,,23/03/2016,SLOVAKIA,Debt with denomination < €100.000,"REALITY INVESTING Bond, a.s. -  ",,,29/03/2016,,SK4210000481
Standalone Prospectus,Securities note,,,18/03/2016,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,21/03/2016,,SK4120011461-SK-SECN
Standalone Prospectus,Standalone prospectus,,,15/03/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,21/03/2016,,SK4120011511
Standalone Prospectus,Standalone prospectus,,,23/02/2016,SLOVAKIA,Debt with denomination < €100.000,"CPI Finance Slovakia, a.s. -  ",,,23/02/2016,,SK4120011487
Standalone Prospectus,Standalone prospectus,,,11/02/2016,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,23/02/2016,,SK4120011438
Base Prospectus,Base prospectus without Final terms,,,25/01/2016,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,16/03/2016,,ODT-572/2016-1
Standalone Prospectus,Standalone prospectus,,,19/01/2016,SLOVAKIA,Debt with denomination < €100.000,"UniCredit Bank Czech Republic and Slovakia, a.s. -  ",,,20/01/2016,,SK4120010760 séria 01
Standalone Prospectus,Standalone prospectus,,,19/01/2016,SLOVAKIA,Debt with denomination < €100.000,"UniCredit Bank Czech Republic and Slovakia, a.s., pobočka zahraničnej banky -  ",,,11/02/2016,,SK4120010752
Standalone Prospectus,Standalone prospectus,,,09/12/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,14/12/2015,,SK4120011271
Standalone Prospectus,Standalone prospectus,,,30/11/2015,SLOVAKIA,Debt with denomination < €100.000,"JOJ Media HOUSE, a.s. -  ",,,10/12/2015,,SK4120011222 séria 01
Standalone Prospectus,Standalone prospectus,,,03/11/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,30/11/2015,,SK4120011172 séria 01
Standalone Prospectus,Standalone prospectus,,,03/11/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,19/11/2015,,SK4120011180 séria 01
Standalone Prospectus,Standalone prospectus,,,02/11/2015,SLOVAKIA,Debt with denomination < €100.000,"Pro Partners Holding, a.s. -  ",,,23/11/2015,,SK4120010729
Base Prospectus,Base prospectus without Final terms,,,29/10/2015,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,10/11/2015,,ODT-12138/2015-1
Standalone Prospectus,Standalone prospectus,,,20/10/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,10/11/2015,,SK4120011099 séria 01
Base Prospectus,Base prospectus without Final terms,,,01/10/2015,SLOVAKIA,Debt with denomination < €100.000,"UniCredit Bank Czech and Slovakia, a.s., pobočka zahraničnej banky -  ",,,01/10/2015,,ODT-8067/2015-5
Standalone Prospectus,Securities note,,,21/09/2015,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,05/10/2015,,SK4120011016 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,26/08/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,25/09/2015,,SK4120011008 séria 01
Standalone Prospectus,Securities note,,,06/08/2015,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,25/09/2015,,SK4120010976 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,05/08/2015,SLOVAKIA,Debt with denomination < €100.000,"Arca Capital Slovakia, a.s. -  ",,,05/08/2015,CZECHIA,SK4120010927 séria 01
Standalone Prospectus,Standalone prospectus,,,30/07/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,10/08/2015,,SK4120010885 séria 01
Standalone Prospectus,Standalone prospectus,,,17/06/2015,SLOVAKIA,Debt with denomination < €100.000,"EPH Financing SK, a.s. -  ",,,26/06/2015,,SK4120010826 séria 01
Standalone Prospectus,Standalone prospectus,,,16/06/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,26/06/2015,,SK4120010802 séria 01
Base Prospectus,Base prospectus without Final terms,,,05/06/2015,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,16/06/2015,,ODT-6208/2015-1
Standalone Prospectus,Securities note,,,05/06/2015,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,16/06/2015,,SK4120010711 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,02/06/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,09/06/2015,,SK4120010810 séria 01
Base Prospectus,Base prospectus without Final terms,,,28/05/2015,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,05/06/2015,,ODT-5830/2015-1
Standalone Prospectus,Securities note,,,21/05/2015,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,26/05/2015,,SK5110000372 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,14/05/2015,SLOVAKIA,Debt with denomination < €100.000,"Privatbanka, a.s. -  ",,,25/05/2015,,SK4120010679 séria 01
Standalone Prospectus,Standalone prospectus,,,06/05/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,19/05/2015,,SK4120010687 séria 01
Standalone Prospectus,Securities note,,,30/04/2015,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,30/04/2015,,SK4120010604 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,22/04/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,30/04/2015,,SK4120010695 séria 01
Standalone Prospectus,Standalone prospectus,,,20/04/2015,SLOVAKIA,Shares,"Slovak Telekom, a.s. -  ",,,24/04/2015,"CZECHIA,UNITED KINGDOM",SK1110017722 séria01
Standalone Prospectus,Standalone prospectus,,,20/04/2015,SLOVAKIA,Depository receipts,"Slovak Telekom, a.s. -  ",,,24/04/2015,"CZECHIA,UNITED KINGDOM",SK1110017722 séria01
Standalone Prospectus,Standalone prospectus,,,10/04/2015,SLOVAKIA,Debt with denomination < €100.000,"CPI Finance Slovakia, a.s. -  ",,,17/04/2015,,SK4120010653 séria 01
