Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002027978,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002028000,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002029081,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030170,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030253,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030337,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030410,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030683,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002014489,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002021344,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002026228,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002028190,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030766,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030840,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002032895,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002032978,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002033000,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002033513,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002033786,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002037340,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002038744,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002038827,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002038900,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002039049,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002040567,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002040641,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044122,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044205,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044551,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044635,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002038660,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044718,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046176,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046259,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046333,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002047141,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002047224,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002047307,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048628,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048701,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049006,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049196,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049279,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002050012,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002050285,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002050368,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002050442,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002050871,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051093,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051176,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053032,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053115,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053388,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053461,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053545,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053701,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053891,,30/10/2023,,220002512
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/03/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002053628,,30/10/2023,,220002512
Base Prospectus,Base prospectus without Final terms,,,22/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,,,23/02/2022,,220002308
Base Prospectus,Base prospectus without Final terms,Not applicable,,22/02/2022,DENMARK,Debt with denomination ≥ €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,,,23/02/2022,,220002308
Base Prospectus,Base prospectus without Final terms,,,22/02/2022,DENMARK,Debt with denomination ≥ €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,,,23/02/2022,,220002308
Base Prospectus,Supplement,,,22/02/2022,DENMARK,Debt with denomination ≥ €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,,,24/02/2022,,220002338
Base Prospectus,Base prospectus without Final terms,,,22/02/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,,,24/02/2022,,220002253
Base Prospectus,Base prospectus without Final terms,,,22/02/2022,DENMARK,,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,,,28/04/2022,,220002945
Base Prospectus,Base prospectus without Final terms,,,22/02/2022,DENMARK,,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,,,28/04/2022,,220002945
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616877,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009283640,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009284887,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292203,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292989,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009297517,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004605839,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004622685,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616521,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616950,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009279374,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009279291,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009284028,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009285777,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009289761,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292047,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009293284,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009297434,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004605912,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004612025,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004613346,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004622768,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616448,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009280547,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009279531,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009280380,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009282329,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009285348,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009288441,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009289845,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292393,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292559,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009297194,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009297780,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009298754,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608262,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004606134,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608189,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004612454,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004613189,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004622842,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004622099,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004619467,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616281,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/02/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616604,,24/03/2022,,220002085
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009407124,,24/02/2022,,128901
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009407207,,24/02/2022,,128901
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009407397,,24/02/2022,,128901
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009407470,,24/02/2022,,128901
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009407553,,24/02/2022,,128901
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002026228,,17/02/2022,,DK00128896
