KEY,TITLE,TITLE_COMPL,PROSP3_MEASURE,FREQ,S_NCA,PROSP3_SECURITIES_TYPE,MTR,CURR_ISSNC,PROSP3_OFFER_TYPE,PROSP3_DOCUMENT_TYPE,SEC_TYPE_CFI,ISSUER_COU,ISSUER_SECTOR,PROSP3_PRSP_TYPE,PROSP3_SME_CAT_TYPE,PROSP3_PSSP,PROSP3_VENUE,PROSP3_LNGG,MV
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.DC.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CVT Bonds in EU not in EA19,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DC] CVT Bonds,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.DRVT.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Derivatives in EU not in EA19 with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DRVT] Derivatives,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.DRVT_CR.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Derivatives on credit in EU not in EA19 with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DRVT_CR] Derivatives on credit,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.EC.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CVT shares in EU not in EA19,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[EC] CVT shares,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.EM.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Miscellaneous in EU not in EA19,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[EM] Miscellaneous,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.FFO.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Futures on Options in EU not in EA19 with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[FFO] Futures on Options,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.HC.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Complex options - Credit in EU not in EA19 with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[HC] Complex options - Credit,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.HE.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Complex options - Equities in EU not in EA19 with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[HE] Complex options - Equities,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.HE.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Complex options - Equities in EU not in EA19 with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[HE] Complex options - Equities,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.R.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Entitlement (rights) in EU not in EA19 with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[R] Entitlement (rights),Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.K0.Z.Z.Z.Z.Z.SCRT.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Securities in EU not in EA19 with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[SCRT] Securities,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LI.Z.Z.Z.Z.Z.DA.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed ABS in Liechtenstein with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[LI] Liechtenstein,Z,Z,Z,Z,Z,[DA] ABS,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LI.Z.Z.Z.Z.Z.DC.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CVT Bonds in Liechtenstein with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[LI] Liechtenstein,Z,Z,Z,Z,Z,[DC] CVT Bonds,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LI.Z.Z.Z.Z.Z.E.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity in Liechtenstein with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[LI] Liechtenstein,Z,Z,Z,Z,Z,[E] Equity,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LI.Z.Z.Z.Z.Z.SCRT.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Securities in Liechtenstein with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[LI] Liechtenstein,Z,Z,Z,Z,Z,[SCRT] Securities,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.D.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Debt in Luxembourg with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[D] Debt,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.DA.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed ABS in Luxembourg,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[DA] ABS,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.DM.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Other debt in Luxembourg with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[DM] Other debt,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.DT.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed MTN in Luxembourg,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[DT] MTN,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.EM.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Miscellaneous in Luxembourg,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[EM] Miscellaneous,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.EY.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Structured instruments (participation) in Luxembourg,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LU.Z.Z.Z.Z.Z.SCRT.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Securities in Luxembourg with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[LU] Luxembourg,Z,Z,Z,Z,Z,[SCRT] Securities,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LV.Z.Z.Z.Z.Z.DB.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Bonds in Latvia with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[LV] Latvia,Z,Z,Z,Z,Z,[DB] Bonds,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LV.Z.Z.Z.Z.Z.DB.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Bonds in Latvia with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[LV] Latvia,Z,Z,Z,Z,Z,[DB] Bonds,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LV.Z.Z.Z.Z.Z.E.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity in Latvia with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[LV] Latvia,Z,Z,Z,Z,Z,[E] Equity,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.LV.Z.Z.Z.Z.Z.Z.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly amount (EUR) of consideration offer filed in Latvia ,,[MV] Consideration offer in EUR,[Q] quarterly,[LV] Latvia,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.D.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Debt in Malta,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[D] Debt,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.E.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity in Malta,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[E] Equity,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.EP.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Preferred / Preference shares in Malta,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[EP] Preferred / Preference shares,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.R.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Entitlement (rights) in Malta with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[R] Entitlement (rights),Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.R.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Entitlement (rights) in Malta with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[R] Entitlement (rights),Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.ZALL.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed All records if applicable in Malta with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[ZALL] All records if applicable,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.MT.Z.Z.Z.Z.Z.ZNAV.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CFI not available in Malta with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[MT] Malta,Z,Z,Z,Z,Z,[ZNAV] CFI not available,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.D.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Debt in Netherlands with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[D] Debt,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.DT.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed MTN in Netherlands with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[DT] MTN,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.EC.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CVT shares in Netherlands with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[EC] CVT shares,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.EM.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Miscellaneous in Netherlands with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[EM] Miscellaneous,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.ES.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Shares in Netherlands with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[ES] Shares,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.R.Z.S13.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Entitlement (rights) in Netherlands with issuer in sector Government,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[R] Entitlement (rights),Z,[S13] Government,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.RF.Z.ZALL_OTHR.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Mini-future certificates in Netherlands with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[RF] Mini-future certificates,Z,[ZALL_OTHR] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.SCRT.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Securities in Netherlands with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[SCRT] Securities,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NL.Z.Z.Z.Z.Z.ZALL.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed All records if applicable in Netherlands with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[NL] Netherlands,Z,Z,Z,Z,Z,[ZALL] All records if applicable,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NO.Z.Z.Z.Z.Z.CF.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed FoFs in Norway with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[NO] Norway,Z,Z,Z,Z,Z,[CF] FoFs,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NO.Z.Z.Z.Z.Z.CI.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed IFs in Norway with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[NO] Norway,Z,Z,Z,Z,Z,[CI] IFs,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NO.Z.Z.Z.Z.Z.DB.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Bonds in Norway with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[NO] Norway,Z,Z,Z,Z,Z,[DB] Bonds,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NO.Z.Z.Z.Z.Z.E.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity in Norway,,[MV] Consideration offer in EUR,[Q] quarterly,[NO] Norway,Z,Z,Z,Z,Z,[E] Equity,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NO.Z.Z.Z.Z.Z.EM.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Miscellaneous in Norway with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[NO] Norway,Z,Z,Z,Z,Z,[EM] Miscellaneous,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.NO.Z.Z.Z.Z.Z.ZALL.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed All records if applicable in Norway with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[NO] Norway,Z,Z,Z,Z,Z,[ZALL] All records if applicable,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PL.Z.Z.Z.Z.Z.C.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CIIs in Poland,,[MV] Consideration offer in EUR,[Q] quarterly,[PL] Poland,Z,Z,Z,Z,Z,[C] CIIs,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PL.Z.Z.Z.Z.Z.E.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity in Poland with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[PL] Poland,Z,Z,Z,Z,Z,[E] Equity,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PL.Z.Z.Z.Z.Z.ES.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Shares in Poland with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[PL] Poland,Z,Z,Z,Z,Z,[ES] Shares,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PT.Z.Z.Z.Z.Z.DC.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CVT Bonds in Portugal with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[PT] Portugal,Z,Z,Z,Z,Z,[DC] CVT Bonds,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PT.Z.Z.Z.Z.Z.E.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity in Portugal with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[PT] Portugal,Z,Z,Z,Z,Z,[E] Equity,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PT.Z.Z.Z.Z.Z.SCRT.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Securities in Portugal with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[PT] Portugal,Z,Z,Z,Z,Z,[SCRT] Securities,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.PT.Z.Z.Z.Z.Z.SCRT.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Securities in Portugal with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[PT] Portugal,Z,Z,Z,Z,Z,[SCRT] Securities,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.RO.Z.Z.Z.Z.Z.DC.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CVT Bonds in Romania with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[RO] Romania,Z,Z,Z,Z,Z,[DC] CVT Bonds,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.D.Z.S13.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Debt in Sweden with issuer in sector Government,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[D] Debt,Z,[S13] Government,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.D.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Debt in Sweden with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[D] Debt,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.DB.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Bonds in Sweden with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[DB] Bonds,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.DE.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Structured debt (no capital protection) in Sweden with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[DE] Structured debt (no capital protection),Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.DRVT_S.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Derivatives on  equity in Sweden with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[DRVT_S] Derivatives on  equity,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.EM.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Miscellaneous in Sweden with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[EM] Miscellaneous,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.EY.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Structured instruments (participation) in Sweden with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.HE.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Complex options - Equities in Sweden with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[HE] Complex options - Equities,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.SE.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Equity swap in Sweden with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[SE] Equity swap,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SE.Z.Z.Z.Z.Z.ZNAV.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed CFI not available in Sweden,,[MV] Consideration offer in EUR,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[ZNAV] CFI not available,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SI.Z.Z.Z.Z.Z.ES.Z.S11.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Shares in Slovenia with issuer in sector Non-financial,,[MV] Consideration offer in EUR,[Q] quarterly,[SI] Slovenia,Z,Z,Z,Z,Z,[ES] Shares,Z,[S11] Non-financial,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SI.Z.Z.Z.Z.Z.ZALL.Z.ZNAV.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed All records if applicable in Slovenia with issuer in sector Sector not available,,[MV] Consideration offer in EUR,[Q] quarterly,[SI] Slovenia,Z,Z,Z,Z,Z,[ZALL] All records if applicable,Z,[ZNAV] Sector not available,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SK.Z.Z.Z.Z.Z.CI.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed IFs in Slovakia with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[CI] IFs,Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SK.Z.Z.Z.Z.Z.DE.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Structured debt (no capital protection) in Slovakia with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[DE] Structured debt (no capital protection),Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SK.Z.Z.Z.Z.Z.DS.Z.S12.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Structured debt (capital protection) in Slovakia with issuer in sector Financial corporations,,[MV] Consideration offer in EUR,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[DS] Structured debt (capital protection),Z,[S12] Financial corporations,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.SK.Z.Z.Z.Z.Z.EP.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Preferred / Preference shares in Slovakia,,[MV] Consideration offer in EUR,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[EP] Preferred / Preference shares,Z,Z,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.V5.Z.Z.Z.Z.Z.CB.Z.ZALL.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed REITs in EU27 with issuer in sector All sectors,,[MV] Consideration offer in EUR,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[CB] REITs,Z,[ZALL] All sectors,Z,Z,Z,Z,Z,Z
PROSP3.MV.Q.V5.Z.Z.Z.Z.Z.D.Z.Z.Z.Z.Z.Z.Z.Z,Quarterly consideration offered of filed Debt in EU27,,[MV] Consideration offer in EUR,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[D] Debt,Z,Z,Z,Z,Z,Z,Z,Z
